Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
36016991,CEP Plurilingüe de Riomaior,Riomaior 17,Vilaboa,Pontevedra,36142,886151771,CEP,42.32087707519531,-8.655370712280273,Pública,Non,Si
36017004,EEI de Guillán,A Caldiguela,Vilagarcía de Arousa,Pontevedra,36600,986502736,EEI,42.609375,-8.759902000427246,Pública,Non,Si
36017031,CEEPR Aceesca,"Rúa Torneiros - Ribeira, Pol.III 24 A-B",O Porriño,Pontevedra,36410,986332672,CEEPR,42.15237045288086,-8.629240989685059,Privada,Si,Non
36017201,CEE Pontevedra,Lugar CIDADE INFANTIL PRINCIPE FELIPE (MONTECELO) 16,Pontevedra,Pontevedra,36161,986804135,CEE,42.426353454589844,-8.617358207702637,Pública,Non,Non
36017430,IES Ricardo Mella,Estrada Vella de Madrid 177,Vigo,Pontevedra,36214,886121001,IES,42.2179069519043,-8.679590225219727,Pública,Non,Si
36017570,EEI de Mosende,Mosende (San Xurxo),O Porriño,Pontevedra,36413,661086337,EEI,42.12520217895508,-8.653745651245117,Pública,Non,Si
36017582,EEI de Aios,Aios,Sanxenxo,Pontevedra,36990,659364428,EEI,42.414394,-8.850941,Pública,Non,Si
36017648,CEIP Mestre Valverde Mayo,Avenida Sanguiñeda 125,Mos,Pontevedra,36419,886110356,CEIP,42.17140579223633,-8.625848770141602,Pública,Non,Si
36017661,CEIP Plurilingüe Praza de Barcelos,Praza de Barcelos 26,Pontevedra,Pontevedra,36002,886151567,CEIP,42.43132400512695,-8.641358375549316,Pública,Non,Si
36017685,CEIP Plurilingüe da Ribeira,Poligono 3 (A Ribeira),O Porriño,Pontevedra,36410,886110414,CEIP,42.15195083618164,-8.630309104919434,Pública,Non,Si
36017697,CEIP Escultor Acuña,Rúa A Estrada 10,Vigo,Pontevedra,36209,886120115,CEIP,42.22100830078125,-8.740781784057617,Pública,Non,Si
36017703,CEIP Plurilingüe Souto-Donas,Donas (Santa Baia),Gondomar,Pontevedra,36388,886121240,CEIP,42.101009368896484,-8.78823184967041,Pública,Non,Si
36017715,CEIP Plurilingüe Antonio Palacios,A RELVA 27,O Porriño,Pontevedra,36410,886110441,CEIP,42.15420150756836,-8.6287260055542,Pública,Non,Si
36018033,CPR Plurilingüe Vigo,Camiño Coto do Coello 7,Redondela,Pontevedra,36812,986400762,CPR,42.28641891479492,-8.64307975769043,Privada,Si,Non
36018100,CEIP As Bizocas,Balea s/n,O Grove,Pontevedra,36989,886151972,CEIP,42.46363830566406,-8.91238021850586,Pública,Non,Si
36018161,CEP Plurilingüe Xesús Ferro Couselo,Rúa Beiro s/n,Valga,Pontevedra,36645,886151728,CEP,42.691078186035156,-8.683061599731445,Pública,Non,Si
36018173,IES de Teis,Avenida de Galicia 101,Vigo,Pontevedra,36216,886120464,IES,42.25142288208008,-8.690082550048828,Pública,Non,Si
36018185,CEIP Plurilingüe Pintor Laxeiro,Rúa Federico Garcia Lorca 18,Vigo,Pontevedra,36210,886120137,CEIP,42.21863555908203,-8.73781967163086,Pública,Non,Si
36018367,CMUS Profesional Reveriano Soutullo,Rúa Castiñeira 57,Ponteareas,Pontevedra,36860,986641616,CMUS,42.17331314086914,-8.507173538208008,Pública,Non,Non
36018379,IES A Xunqueira II,Rúa Celso Emilio Ferreiro 6,Pontevedra,Pontevedra,36005,886159090,IES,42.43907928466797,-8.637211799621582,Pública,Non,Si
36018380,IES Miguel Ángel González Estévez,Rúa Marie Curie 1,Vilagarcía de Arousa,Pontevedra,36610,886151791,IES,42.61222839355469,-8.770639419555664,Pública,Non,Si
36018410,CEIP Plurilingüe Quintela,Camiño DO COLEXIO 7,Redondela,Pontevedra,36817,886110654,CEIP,42.2613639831543,-8.598398208618164,Pública,Non,Si
36018422,CEIP Plurilingüe de Atios,O Covelo,O Porriño,Pontevedra,36418,886110483,CEIP,42.15016174316406,-8.616329193115234,Pública,Non,Si
36018434,CEIP Mallón,"Rúa Manuel Lemos, 81 (Mallon)",Nigrán,Pontevedra,36379,986352859,CEIP,42.125797271728516,-8.810681343078613,Pública,Non,Si
36018446,CEIP da Armenteira,Lugar Vilar 64-A,Meis,Pontevedra,36192,886151394,CEIP,42.46882247924805,-8.741876602172852,Pública,Non,Si
36018461,IES República Oriental do Uruguai,Rúa As Coutadas 54,Vigo,Pontevedra,36207,886120490,IES,42.24334716796875,-8.702951431274414,Pública,Non,Si
36018471,CEIP de Rebordáns,Curuxeiras,Tui,Pontevedra,36712,886110815,CEIP,42.0736083984375,-8.651748657226562,Pública,Non,Si
36018501,IES Monte Carrasco,Rúa Monte Carrasco 2,Cangas,Pontevedra,36940,886110160,IES,42.27566909790039,-8.793926239013672,Pública,Non,Si
36018550,CEMU Profesional Mayeusis,Rúa Areal 118,Vigo,Pontevedra,36201,986226378,CEMU,42.23879623413086,-8.711524963378906,Privada,Non,Non
36018631,CEP Xosé Neira Vilas,Lugar PEROLEIRA 34,Gondomar,Pontevedra,36389,886110220,CEP,42.09880065917969,-8.73742389678955,Pública,Non,Si
36018653,CEIP Plurilingüe As Solanas - Nicolás Gutiérrez Campo,Rúa O Rosal s/n,A Guarda,Pontevedra,36780,886110075,CEIP,41.904991149902344,-8.879213333129883,Pública,Non,Si
36018677,IES Luís Seoane,"Rúa LUXEMBURGO, S/N (MONTE PORREIRO)",Pontevedra,Pontevedra,36162,986857700,IES,42.4478645324707,-8.621576309204102,Pública,Non,Si
36018689,EOI de Pontevedra,Rúa Celso Emilio Ferreiro - Campus A Xunqueira s/n,Pontevedra,Pontevedra,36005,886159116,EOI,42.438350677490234,-8.63851547241211,Pública,Non,Si
36018690,CEIP de Cabanas,Lugar Cabanas 72,Pontevedra,Pontevedra,36143,886151583,CEIP,42.40959548950195,-8.644572257995605,Pública,Non,Si
36018847,CEEPR Juan María,Rúa das Agullas 12,Nigrán,Pontevedra,36379,986386914,CEEPR,42.1241455078125,-8.7874116897583,Privada,Si,Non
36018859,EEI Modia,Vilariño (Santo Adrián),Cambados,Pontevedra,36633,686147149,EEI,42.524147033691406,-8.80355167388916,Pública,Non,Si
36018872,EPAPU Río Lérez,Avenida de Buenos Aires 26,Pontevedra,Pontevedra,36002,886159421,EPAPU,42.433292388916016,-8.638965606689453,Pública,Non,Si
36018884,EPAPU Berbés,Rúa MARQUÉS DE VALTERRA 8 1,Vigo,Pontevedra,36202,886110976,EPAPU,42.23374557495117,-8.73214054107666,Pública,Non,Si
36018896,EEI de Vilar-Bamio,Bamio (San Xens),Vilagarcía de Arousa,Pontevedra,36600,986502697,EEI,42.625301,-8.763582,Pública,Non,Si
36018941,EOI de Vigo,Avenida Emilio Martinez Garrido 17,Vigo,Pontevedra,36205,986260261,EOI,42.228519439697266,-8.699575424194336,Pública,Non,Si
36018963,CEIP Plurilingüe de Belesar,Rúa A ESTIVADA 46,Baiona,Pontevedra,36307,886110148,CEIP,42.08224868774414,-8.817281723022461,Pública,Non,Si
36018975,CEIP A Rúa,A Rúa- Coiro,Cangas,Pontevedra,36940,886110190,CEIP,42.26750183105469,-8.76463794708252,Pública,Non,Si
36018987,CRA Antía Cal,Gandara 8,Gondomar,Pontevedra,36389,886110241,CRA,42.097801208496094,-8.738475799560547,Pública,Non,Si
36018999,IES As Barxas,Rúa Fonte do Unicornio 2,Moaña,Pontevedra,36950,886120503,IES,42.29027557373047,-8.735589981079102,Pública,Non,Si
36019049,CEIP de Barrantes,O Mosteiro,Tomiño,Pontevedra,36749,986622651,CEIP,42.01221466064453,-8.7582426071167,Pública,Non,Si
36019050,IES de Beade,Camiño de Outeiro 10,Vigo,Pontevedra,36312,886111030,IES,42.20166778564453,-8.715751647949219,Pública,Non,Si
36019062,IES Rosais 2,Rúa As Coutadas s/n,Vigo,Pontevedra,36207,886120511,IES,42.24396896362305,-8.70202350616455,Pública,Non,Si
36019104,CEIP Plurilingüe Nantes,Rúa Pedrouzos 2,Sanxenxo,Pontevedra,36969,886151669,CEIP,42.42020797729492,-8.809555053710938,Pública,Non,Si
36019116,CPR Estudios Marcote,Avenida del Puente 80,Vigo,Pontevedra,36318,986378467,CPR,42.215049743652344,-8.669414520263672,Privada,Non,Non
36019153,EEI Rúa Hernán Cortés,Rúa Hernan Cortes 15,Vigo,Pontevedra,36203,886120225,EEI,42.23329544067383,-8.718391418457031,Pública,Non,Si
36019220,IES Auga da Laxe,Campo da Feira,Gondomar,Pontevedra,36380,886110209,IES,42.11380386352539,-8.764235496520996,Pública,Non,Si
36019232,IES Monte da Vila,Rúa Bouzas 22,O Grove,Pontevedra,36980,886151412,IES,42.49076843261719,-8.86113166809082,Pública,Non,Si
36019244,IES A Sangriña,Paseo de Portugal 21,A Guarda,Pontevedra,36780,886110060,IES,41.8998908996582,-8.8619966506958,Pública,Non,Si
36019256,IES de Vilalonga,Lugar A Salgueira 40,Sanxenxo,Pontevedra,36990,886159137,IES,42.44746398925781,-8.835421562194824,Pública,Non,Si
36019268,IES Gonzalo Torrente Ballester,Rúa Herminia Fariña Cobián s/n,Pontevedra,Pontevedra,36003,886159156,IES,42.42180633544922,-8.641241073608398,Pública,Non,Si
36019281,CPR Sek-Atlántico,"Illa de Arousa, 4 - Boa Vista",Poio,Pontevedra,36005,986872277,CPR,42.43984603881836,-8.656901359558105,Privada,Non,Non
36019323,IES Chano Piñeiro,Rúa Tras grupo escolar s/n,Forcarei,Pontevedra,36550,886151228,IES,42.585567474365234,-8.35573959350586,Pública,Non,Si
36019372,CMUS Profesional de Lalín,Rúa da Banda de Música de Lalín 10,Lalín,Pontevedra,36500,986783570,CMUS,42.664466857910156,-8.104605674743652,Pública,Non,Non
36019396,IES Francisco Asorey,Rúa Os Caeiros 25,Cambados,Pontevedra,36630,886159160,IES,42.50788497924805,-8.811470031738281,Pública,Non,Si
36019402,IES Pazo da Mercé,Rúa Ramal 3,As Neves,Pontevedra,36449,886110110,IES,42.09474563598633,-8.4236478805542,Pública,Non,Si
36019414,IES A Basella,Rúa A Basella s/n,Vilanova de Arousa,Pontevedra,36620,886151873,IES,42.564491271972656,-8.830142974853516,Pública,Non,Si
36019426,IES Coruxo,A Carrasqueira 68,Vigo,Pontevedra,36331,886111016,IES,42.19792938232422,-8.779598236083984,Pública,Non,Si
36019438,CEIP A Guía,Rúa Isamil 222-A,Moaña,Pontevedra,36955,886110266,CEIP,42.27888488769531,-8.71169662475586,Pública,Non,Si
36019441,CEIP de Petelos,Petelos (San Mamede),Mos,Pontevedra,36416,886110360,CEIP,42.195709228515625,-8.63284683227539,Pública,Non,Si
36019451,CEIP A Escardia,Rúa Lopez Ballesteros s/n,Vilagarcía de Arousa,Pontevedra,36600,886151860,CEIP,42.59963607788086,-8.762964248657227,Pública,Non,Si
36019463,IES Johan Carballeira,Rúa Staffan Mörling 4,Bueu,Pontevedra,36930,886159176,IES,42.31887435913086,-8.786972045898438,Pública,Non,Si
36019475,IES de Rodeira,Avenida Ourense s/n,Cangas,Pontevedra,36940,986303933,IES,42.26288986206055,-8.77133846282959,Pública,Non,Si
36019517,CEIP Santo André de Xeve,Rúa Sobral 26,Pontevedra,Pontevedra,36150,886151905,CEIP,42.46141052246094,-8.593884468078613,Pública,Non,Si
36019529,IES Ribeira do Louro,"Rúa Ribeira, s/n (Torneiros)",O Porriño,Pontevedra,36410,986333956,IES,42.15264129638672,-8.632424354553223,Pública,Non,Si
36019554,CEMU Profesional  Martín Millán,"Rúa Agustin Romero, 13-15 - baixo",Vilagarcía de Arousa,Pontevedra,36600,986511494,CEMU,42.590579986572266,-8.765214920043945,Privada,Non,Non
36019566,IES de Chapela,Camiño do Penisal 29,Redondela,Pontevedra,36320,886110610,IES,42.2663459777832,-8.667739868164062,Pública,Non,Si
36019608,CEIP de Marcón,Rúa Pazos 37,Pontevedra,Pontevedra,36158,886151594,CEIP,42.41129684448242,-8.620218276977539,Pública,Non,Si
36019611,CEP Marcos da Portela,"Rúa de Suecia, 1 (Monte Porreiro)",Pontevedra,Pontevedra,36162,886159191,CEP,42.444915771484375,-8.6262845993042,Pública,Non,Si
36019621,ES de Conservación e Restauración de Bens Culturais de Galicia,Rúa Xeral Martitegui s/n,Pontevedra,Pontevedra,36002,886159735,ES,42.43210983276367,-8.649100303649902,Pública,Non,Si
36019633,CPR Los Sauces,Estrada de Campañó - a Cabaleiro,Pontevedra,Pontevedra,36157,986870722,CPR,42.45767593383789,-8.657575607299805,Privada,Non,Non
36019657,IES Primeiro de Marzo,Rúa Virxe da Rocha,Baiona,Pontevedra,36300,886110127,IES,42.11827850341797,-8.86073112487793,Pública,Non,Si
36019669,IES Armando Cotarelo Valledor,"Rúa Armando Cotarelo Valledor, 4-6",Vilagarcía de Arousa,Pontevedra,36611,986512311,IES,42.58970260620117,-8.7840576171875,Pública,Non,Si
36019670,IES do Castro,Rúa Jose Gomez Posada Curros 1,Vigo,Pontevedra,36203,986422974,IES,42.227752685546875,-8.726239204406738,Pública,Non,Si
36019700,CMUS Profesional Manuel Quiroga,Avenida JUAN CARLOS I 4,Pontevedra,Pontevedra,36004,886151545,CMUS,42.4252815246582,-8.629380226135254,Pública,Non,Si
36019724,CPR Cemar,Estrada Ponteareas - Mondariz,Mondariz-Balneario,Pontevedra,36890,986662430,CPR,42.22410202026367,-8.47863483428955,Privada,Non,Non
36019751,IES Antón Alonso Ríos,Solleiro s/n,Tomiño,Pontevedra,36740,886120522,IES,41.98921585083008,-8.732511520385742,Pública,Non,Si
36019773,EEI da Pastora,Travesa Santa MAriña 5,Cambados,Pontevedra,36630,886151177,EEI,42.51058578491211,-8.808444023132324,Pública,Non,Si
36019803,EDANPR Maite Quiñones,"Rúa Longan, 5 - 1º E",Cangas,Pontevedra,36940,986303565,EDANPR,42.26549530029297,-8.775812149047852,Privada,Non,Non
36019815,CEEPR Amencer,Rúa Pontemuiños s/n - Poboado de Celulosas,Pontevedra,Pontevedra,36001,986864643,CEEPR,42.425960540771484,-8.645313262939453,Privada,Si,Non
36019839,EMUSPR Coppelia,Rúa Pi y Margall 61,Vigo,Pontevedra,36202,986425193,EMUSPR,42.23346710205078,-8.730203628540039,Privada,Non,Non
36019840,CEEPR San Jerónimo Emiliani,Rúa GALICIA 23,A Guarda,Pontevedra,36780,986613719,CEEPR,41.90265655517578,-8.870857238769531,Privada,Si,Non
36019864,CEEPR Bata - Os Mecos,Rúa Almirante Fontán (As Saíñas),Vilagarcía de Arousa,Pontevedra,36611,986325407,CEEPR,42.56218338012695,-8.712748527526855,Privada,Si,Non
36019876,CPR Santa María,Os Maristas s/n,Tui,Pontevedra,36700,986607025,CPR,42.054412841796875,-8.647022247314453,Privada,Si,Non
36019888,ESMU Municipal de Caldas de Reis,Rúa Herreria 1,Caldas de Reis,Pontevedra,36650,986540002,ESMU,42.60263442993164,-8.642436981201172,Pública,Non,Non
36019891,ESMU Municipal  Bernardo del Rio Parada,Rúa Rosalia de Castro 24,Vilagarcía de Arousa,Pontevedra,36600,986510770,ESMU,42.59965515136719,-8.765152931213379,Pública,Non,Non
36019906,ESMU Municipal  Maestro Landín Pazos,Rúa Sagrada Familia 2,Marín,Pontevedra,36900,986890196,ESMU,42.38939666748047,-8.705378532409668,Pública,Non,Non
36019921,CPR Los Sauces,SAN PEDRO DE CELA,Mos,Pontevedra,36419,986468384,CPR,42.16976547241211,-8.674991607666016,Privada,Non,Non
36019931,CPR POVISA Formación Profesional,Rúa Romil 75-77,Vigo,Pontevedra,36211,986471755,CPR,42.22825622558594,-8.729337692260742,Privada,Non,Non
36019943,EMUSPR de Beade,Estrada Coutada 42,Vigo,Pontevedra,36312,986243663,EMUSPR,42.194671630859375,-8.699101448059082,Privada,Non,Non
36019955,ESMU Municipal de Cambados,Rúa San Francisco 3,Cambados,Pontevedra,36630,986543200,ESMU,42.515434,-8.813235,Pública,Non,Non
36019967,EMUSPR Banda de Lalín,Rúa Polideportivo 10,Lalín,Pontevedra,36500,986783570,EMUSPR,42.6645622253418,-8.104541778564453,Privada,Non,Non
36019979,ESMU Municipal de Valga,Avenida da Coruña 14,Valga,Pontevedra,36645,986559456,ESMU,42.6988525390625,-8.685550689697266,Pública,Non,Non
36019980,ESMU Municipal de Vila de Cruces (Art. de Merza),Concello de Vila de Cruces,Vila de Cruces,Pontevedra,36590,986582017,ESMU,42.79190444946289,-8.16909122467041,Pública,Non,Non
36019992,ESMU Municipal de Redondela,Rúa Reveriano Soutullo s/n,Redondela,Pontevedra,36800,986403876,ESMU,42.28200912475586,-8.608968734741211,Pública,Non,Non
36020003,ESMU Municipal de Silleda,Rúa Xeral Franco - Casa da Cultura,Silleda,Pontevedra,36540,986592004,ESMU,42.70426559448242,-8.246133804321289,Pública,Non,Non
36020015,ESMU Municipal de Tui,"Avenida da Concordia, s/n (CEIP nº 2)",Tui,Pontevedra,36700,986607625,ESMU,42.051734924316406,-8.64278793334961,Pública,Non,Non
36020027,ESMU Municipal Mestre Inocentes Camaño,Avenida de Bueu 14,Cangas,Pontevedra,36940,986305832,ESMU,42.26766586303711,-8.78330135345459,Pública,Non,Non
36020039,ESMU Municipal da Estrada,"Avenida Benito Vigo, 94 - 3",A Estrada,Pontevedra,36680,986572492,ESMU,42.68818664550781,-8.485438346862793,Pública,Non,Non
36020040,ESMU Municipal do Porriño,Rúa Fernandez Areal s/n,O Porriño,Pontevedra,36400,986337624,ESMU,42.1590461730957,-8.619324684143066,Pública,Non,Non
36020064,CIFP Carlos Oroza,Avenida Montecelo 16,Pontevedra,Pontevedra,36161,886159545,CIFP,42.427188873291016,-8.6173095703125,Pública,Non,Si
36020076,EDANPR Esperanza Arrondo,Rúa Romil 78,Vigo,Pontevedra,36211,986470039,EDANPR,42.23282241821289,-8.723906517028809,Privada,Non,Non
36020088,EDANPR Danza Pasiños,"Rúa Loriga, 8 - baixo",Vigo,Pontevedra,36203,986430607,EDANPR,42.23451614379883,-8.721570014953613,Privada,Non,Non
36020091,EDANPR Deborah,Rúa Xan Guillermo 25,Pontevedra,Pontevedra,36001,986848283,EDANPR,42.43401336669922,-8.649242401123047,Privada,Non,Non
36020106,CPR Seforma,"Rúa Areal, 68-70",Vigo,Pontevedra,36201,986222215,CPR,42.23872756958008,-8.715030670166016,Privada,Non,Non
36020118,ESMU Municipal de Vigo,Camiño do Regueiro 1,Vigo,Pontevedra,36211,986410785,ESMU,42.226036071777344,-8.7271728515625,Pública,Non,Non
36020131,IES de Mos,Rúa das Pozas 23,Mos,Pontevedra,36416,886120544,IES,42.1968994140625,-8.632772445678711,Pública,Non,Si
36020143,IES de Poio,Rúa Fontenla s/n,Poio,Pontevedra,36995,886151444,IES,42.4439582824707,-8.689499855041504,Pública,Non,Si
36020155,CPR Estudio,Rúa das Laxes 31,Nigrán,Pontevedra,36360,986363224,CPR,42.161827087402344,-8.765217781066895,Privada,Si,Non
36020180,ESMU Municipal de Catoira,Rúa do Concello 14,Catoira,Pontevedra,36612,676336288,ESMU,42.66814041137695,-8.725945472717285,Pública,Non,Non
36020192,CFEA de Lourizán,Rúa A Igrexa 19,Pontevedra,Pontevedra,36153,986805088,CFEA,42.41086959838867,-8.66545581817627,Pública,Non,Non
36020209,IGAFA Instituto Galego de Formación en Acuicultura,Lugar Niño do Corvo s/n,A Illa de Arousa,Pontevedra,36626,886159304,IGAFA,42.56258773803711,-8.88565444946289,Pública,Non,Non
36020210,CPR Sanitex,Rúa Ramon y Cajal 16,Vigo,Pontevedra,36203,986410390,CPR,42.227848052978516,-8.72066593170166,Privada,Non,Non
36020222,EMUSPR Asociación Amigos da Música,Rúa DR. ZUNZUNEGUI 39,Salceda de Caselas,Pontevedra,36470,652851818,EMUSPR,42.10367965698242,-8.557119369506836,Privada,Non,Non
36020234,IES de Barro,Lugar Outeiro 9 D,Barro,Pontevedra,36194,886159216,IES,42.52265930175781,-8.634175300598145,Pública,Non,Si
36020246,IES Illa de Ons,Rúa A Pedra 51,Bueu,Pontevedra,36930,886159510,IES,42.31871795654297,-8.786401748657227,Pública,Non,Si
36020258,IES Nº 1,Rúa da Cultura s/n,A Estrada,Pontevedra,36680,886151031,IES,42.69261169433594,-8.506518363952637,Pública,Non,Si
36020261,IES Plurilingüe Terra de Turonio,Campo da Feira s/n,Gondomar,Pontevedra,36380,886110203,IES,42.11443328857422,-8.764641761779785,Pública,Non,Si
36020271,IES Plurilingüe As Bizocas,Balea s/n,O Grove,Pontevedra,36988,886151420,IES,42.46427917480469,-8.912154197692871,Pública,Non,Si
36020283,IES da Illa de Arousa,Rúa DE BOUZAS s/n,A Illa de Arousa,Pontevedra,36625,886151059,IES,42.556549072265625,-8.86622428894043,Pública,Non,Si
36020295,IES Mestre Landín,Lugar A RAÑA - SAN XULIAN,Marín,Pontevedra,36915,886151315,IES,42.38401412963867,-8.695013999938965,Pública,Non,Si
36020301,IES de Meaño,Rúa dos colexios 14,Meaño,Pontevedra,36967,886151367,IES,42.45625305175781,-8.813695907592773,Pública,Non,Si
36020313,IES de Ponte Caldelas,Valdarosa s/n,Ponte Caldelas,Pontevedra,36820,886151477,IES,42.38693618774414,-8.504701614379883,Pública,Non,Si
